,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,y
Bible,-0.43856,-0.69343,0.62769,0.22342,0.070167,-0.25064,-0.23724,0.65738,-0.16169,2.0643,-0.63522,0.091078,-0.071869,0.49651,-0.28638,-0.25753,-0.48111,0.78793,0.10312,-0.28869,-0.17295,-0.64263,0.17497,0.63447,0.12657,0.40005,0.15314,0.47964,-0.13453,0.27905,-0.41207,0.81477,-0.27994,-0.0099108,0.51396,0.33492,-0.3163,0.3681,-0.34482,0.58846,-0.22163,-0.47098,-0.23099,-0.26948,-0.13659,-0.20834,0.26116,-0.22021,0.4579,-0.14722,-0.95193,0.26713,-0.29622,0.17416,0.21538,-0.61359,-0.22333,-0.17978,0.0474,-0.16634,0.1286,0.22075,-0.11844,-0.4345,-0.11005,-0.23468,0.046594,0.31312,0.3651,0.67951,-0.61606,-0.10547,-0.089812,-0.46951,-0.071401,0.22457,0.35613,0.25036,0.010446,0.92113,0.54967,-0.31272,0.42845,-0.30184,0.71269,-0.16087,-1.2046,-0.6471,0.027777,-0.0010836,0.45845,-0.45935,-0.18541,0.06044,0.62931,0.52594,0.2892,-0.24685,0.42389,-1.1305,0.21353,-0.57116,0.27557,-0.081234,-0.26997,1.0351,-0.020068,0.34077,-0.049181,0.078396,0.26055,0.67173,0.23225,-0.52017,-0.40802,-0.096374,-0.16273,0.090203,-0.16209,0.094241,0.0069446,-0.87827,0.36695,1.3784,-0.097755,-0.13619,-0.25139,-0.53697,0.72774,-0.75887,0.35012,-0.090748,0.067011,0.026818,-0.47471,-0.21248,0.67289,0.19097,-1.1276,-0.43328,-0.66148,0.44906,0.027364,0.041639,-0.097109,0.50831,-0.21358,-1.036,-0.51616,-0.41427,-0.12581,0.33191,-0.15264,-0.096676,-0.37359,0.20921,-0.67391,-1.1815,-0.60095,-0.20534,-0.10052,-0.25746,0.070638,-0.0074569,-0.59578,0.92969,-0.20231,0.14813,0.13497,0.41046,-0.091815,0.60269,1.2097,-0.053595,-0.3423,-0.072893,0.017486,-0.14098,0.69778,-0.095842,0.26793,-0.09015,-0.30497,-0.29132,-0.25016,0.29238,0.089494,-0.080985,0.68024,-0.5166,-0.70384,-0.50291,-0.13405,0.57423,-0.22391,-0.13044,-0.82154,-0.19152,1.0515,-0.17466,-0.0062533,0.15165,-0.45599,-0.21486,-0.0074895,-0.31657,-0.09342,0.019864,-0.36908,0.58176,-0.030964,0.11804,0.64717,-0.43758,0.036794,-0.52044,-0.43527,0.26831,-0.3588,0.6268,0.36791,-0.74136,0.11504,0.60507,0.66557,0.34628,-0.055102,-0.74989,-0.2834,0.57949,0.44379,-0.028041,-0.16566,0.092418,0.26374,-0.06953,0.37344,-0.54115,-0.66453,-0.78404,-0.23858,-0.10722,-0.11867,-0.58177,-0.28857,-0.48764,-0.076345,-0.3845,0.065998,-0.16029,0.030887,-0.35872,-0.16594,0.34299,0.10327,0.76122,0.55064,0.21245,-0.029435,0.52374,0.29109,-0.069111,-0.099487,-0.013302,0.50215,0.35949,0.35913,0.43939,0.80478,-0.14232,-0.11474,0.038898,-0.090588,0.16799,-0.56871,-0.36354,-0.19048,0.74495,-1.0138,0.25712,-0.15145,-0.44095,0.46954,-0.96873,-0.11147,-0.23468,0.043806,0.24003,-0.61665,-0.38872,0.09756,-0.53,-0.58417,-0.17256,-0.30537,0.47147,0.214,0.19829,0.087531,-0.67672,4
FreeCell,1.0178,0.48739,-0.93328,-1.0858,0.012366,0.4962,0.33012,-0.20756,-0.23247,-1.0775,0.53129,0.21646,0.80995,0.41014,0.38899,0.94772,-0.18438,-2.0478,-0.31196,-0.40309,0.17008,-0.3714,0.76504,-0.43796,0.85375,-0.61111,0.15304,-0.2243,0.26243,-0.17338,-0.041378,-0.76834,0.16401,0.36771,0.074001,-0.394,-0.27508,-0.9466,0.34158,0.75485,-0.39981,0.38083,-0.054794,0.0005867,-0.18173,0.47244,1.0337,0.5681,-0.31742,0.58576,-0.33923,1.4888,0.31653,-0.12683,-0.45972,0.56112,-0.074007,0.16802,0.81519,0.3118,1.1659,0.78945,-0.50383,-0.54257,-0.52279,0.62456,-1.327,-0.38696,0.93632,-0.27903,0.03188,1.09,0.39548,0.45676,0.0062003,0.26919,-0.030682,0.061882,0.05195,0.67632,-0.26674,-0.5995,0.63113,-0.72175,-0.364,0.14904,0.19211,0.87366,-1.2592,-0.77063,0.20012,1.3921,0.41215,1.3772,0.14297,0.29471,0.32633,-0.31584,-0.36145,-0.038058,-0.39171,-0.18162,0.14372,-0.10665,-0.64938,0.0013519,0.28198,1.0134,-0.29158,0.12111,0.30113,1.1989,-0.1426,1.0397,-0.079835,-0.45149,-0.26988,0.31748,0.25606,0.23053,0.69319,-0.62418,-0.66949,-0.75846,-1.1575,0.14864,0.28865,0.19908,0.30765,0.56424,-0.15301,-0.9801,0.2768,-0.16062,-0.5999,-0.49329,0.095099,0.21699,-0.22261,0.93154,0.63979,0.4424,-0.046162,-1.1366,-0.43997,0.69933,-0.12557,-0.039774,-0.43118,0.45097,0.14511,0.44054,-0.18299,-0.31215,-0.3159,-0.11193,0.43318,-0.17779,-0.063841,0.20792,-0.40757,0.44243,-0.58196,-0.31858,1.0391,-0.5459,0.75908,-0.49572,-0.14215,-0.38357,-1.1435,0.74118,1.5188,0.15139,-0.0015564,-0.096269,-0.020952,-0.66983,0.33697,0.085452,-0.5483,-0.026198,-0.404,0.68327,0.057986,-0.53483,-0.48823,-0.20713,0.03802,-0.067473,-0.26574,-0.22601,0.42349,-0.31942,0.44195,0.067202,-0.15186,1.0172,-0.072745,-0.18257,-0.11733,-0.77488,0.86608,0.81167,-1.183,-0.14247,0.3619,0.84147,0.16994,-0.12981,0.18847,0.61083,0.12259,-0.70467,1.3639,-0.30278,-0.87164,-0.094393,-0.92504,0.063005,-0.29864,0.22509,-0.13183,0.065187,0.97205,0.23074,-0.21909,0.25158,0.28369,-0.04261,0.029136,0.94847,0.76208,-0.13842,-0.14148,0.39837,0.95441,-0.44616,-0.071392,0.63478,0.12817,1.0191,-0.74794,0.34637,-0.36933,-0.10559,0.67594,0.0010881,-0.47559,0.69162,-0.45372,0.098571,-0.095562,0.049253,0.3918,-0.1736,0.37927,0.40752,0.21418,-0.26519,0.46355,-0.24917,0.011719,-0.059915,0.7944,-0.15916,0.15187,-0.90486,-0.13814,-0.65094,-0.21523,-0.29747,-0.53757,0.39298,-0.413,-0.1792,-0.44514,0.14811,-0.67201,-0.28025,0.71758,-0.04616,-0.34652,-0.056112,0.64769,0.18875,-0.80564,-0.61071,0.2202,-0.22644,-0.054286,0.53649,-0.16502,0.63245,0.42299,0.51755,0.4067,-0.67817,-0.36657,-0.36394,0
Facebook,-0.040472,0.31256,-0.096823,0.50145,-0.43605,-0.45351,0.075457,-0.37294,0.1335,1.7353,-0.58051,-0.062609,-0.071993,-0.10423,-0.41802,0.78418,-0.31561,0.3575,-0.10964,0.6102,-0.24461,0.57334,-0.49939,0.21992,0.23392,0.21984,-0.010611,0.43447,-0.19849,-0.28215,0.72805,0.0023821,0.090018,-0.13592,0.010653,-0.17362,-0.14663,0.20371,0.13803,-0.52509,-0.56749,-0.74124,0.34195,0.24462,-0.060144,0.30864,-0.51004,0.25356,0.21633,0.10338,-0.23938,0.24305,0.032807,-0.21747,-0.47788,-0.48088,-0.089465,0.15413,0.22283,0.31268,0.25116,0.4087,0.041425,0.15859,0.10876,-0.31046,-0.45899,-0.39365,0.26759,0.13681,0.10499,-0.078071,0.59762,-0.47509,0.26292,-0.33229,0.5648,-0.22372,0.55741,0.93055,0.49801,-0.24144,-0.45842,-0.02492,0.58866,0.21192,-0.96741,-0.38199,0.64313,-0.15508,0.50112,-0.34675,-0.12554,0.39564,-0.27222,0.73005,-0.62448,0.21619,0.35183,-0.10355,0.16663,0.09009,-0.023675,0.0079209,0.0075359,1.1769,0.077501,0.1157,0.31493,0.41701,0.0082887,-0.37882,0.46684,0.14919,-0.50902,-0.30862,0.28141,-0.27118,-0.37813,0.52397,-0.26401,-0.29511,0.23987,-0.56873,0.14702,0.12252,-0.13165,0.0023624,-0.36207,0.1073,-0.60096,-0.51616,0.1632,-0.24495,-0.34804,-0.63481,-0.26557,-0.10437,-0.64072,0.037307,-0.91721,-0.11454,-0.010461,0.38158,-0.43131,-0.55637,0.1228,0.11573,-0.55884,0.19812,0.64383,0.26242,0.022137,0.241,-0.15884,0.42123,-0.13899,0.39717,0.32573,-0.65319,-0.16159,0.16606,-0.12221,0.00068474,-0.53889,-0.092041,0.23932,0.38697,0.0173,-0.18432,0.021439,-0.16798,0.65777,0.4369,0.2286,0.052634,0.35083,-0.23014,0.26636,-0.15675,0.020699,-0.089547,0.33766,-0.18498,0.17419,0.42329,-0.038737,-0.51292,-0.17647,-0.70858,0.32449,-0.34079,-0.18919,0.44419,0.60547,0.29078,-0.092716,-0.064906,0.39783,0.4572,0.11555,-0.39692,0.10695,-0.093185,0.024992,-0.30444,-0.15478,0.13976,-0.31618,-0.66705,-0.48893,-0.43713,-0.50466,0.32761,-0.3918,0.17505,0.39085,-0.29691,-1.263,0.21033,0.17794,0.67823,-0.60122,0.41528,-0.20946,-0.3152,-0.13377,-0.18769,-0.17063,-0.65078,-0.093553,0.39999,0.052573,-0.2531,0.54772,-0.061239,-0.32563,0.086222,0.20124,0.077178,-0.0064693,-0.16927,-0.26014,-0.10916,0.16365,-0.32849,0.22857,0.47433,-0.055207,0.21721,-0.18248,-0.36641,-0.24986,-0.4281,-0.080957,0.13071,-0.73041,0.26997,0.13464,-0.76745,0.54964,0.2942,-0.040686,-0.37776,0.30059,-0.10424,0.17666,-0.46646,0.91353,-0.026383,-0.20421,-0.14818,-0.087253,-0.095092,-0.10104,-0.74594,-0.58693,-0.40251,0.64692,0.29512,-0.51563,0.45554,0.25262,0.090994,0.01679,-0.057018,-0.0021356,0.2771,-0.064048,-0.38636,-0.66595,-0.014906,0.58474,0.03854,0.05806,-0.33912,-0.088924,-0.58675,-0.1795,0.74046,9
iQuran,-0.089017,-0.12533,0.13404,0.83611,0.72991,-0.35671,0.87507,0.36823,-0.42635,-1.1639,-0.12342,0.14837,0.40244,0.090991,0.20181,0.15469,1.2987,-1.025,0.5553,0.52039,-0.68822,-0.21826,-0.25529,0.38065,-1.2565,0.3536,0.090325,0.31309,-0.20273,2.0394,-0.38173,-0.45648,-0.19995,-0.20838,-1.2641,-0.55894,0.28496,-0.25557,-0.35094,0.31712,0.77687,-1.0968,0.34019,-0.1225,-0.29799,0.96907,0.29542,0.17352,-1.0644,1.3346,-0.13302,-0.75265,0.18956,-0.10636,-0.1769,0.28982,-1.2062,-0.54362,-0.33015,0.29418,0.099821,0.4249,0.060046,-1.0894,-1.248,-0.16898,0.60225,-0.28706,-0.26596,0.035038,-0.23086,-0.084503,-0.34057,-0.16972,0.26112,-0.73777,-0.51271,0.20679,-0.50041,-0.00047889,0.41908,-0.98141,0.11406,0.5992,0.12257,0.23777,0.14684,0.2817,-0.93808,-1.0937,0.87007,-0.42031,-0.086301,0.53409,0.25788,0.06661,0.24015,-0.35845,-0.48246,-0.37261,-0.52646,-1.7655,0.80944,0.58506,0.67245,-0.82702,0.2699,0.10176,0.010539,-0.10405,0.39183,0.56869,-0.052911,0.13195,-0.36176,0.0055497,-1.0361,-0.0020069,0.29732,0.91894,0.76233,-0.15951,-0.10927,-1.1606,0.13798,0.15188,-0.39703,-0.44542,0.97919,0.42428,0.91353,0.096653,0.6409,-0.60127,-0.84663,0.9319,0.78463,0.22626,-1.4521,-0.7659,1.078,-0.5467,0.042041,-0.72222,-0.22947,0.51333,-0.066798,-0.40621,0.71187,0.55712,0.46373,0.21532,0.21531,-0.14342,0.52204,0.73254,0.33868,0.24163,0.84495,0.34484,-0.16146,0.4477,-0.061079,0.20311,0.34511,0.14288,-0.58622,0.14346,-0.74044,-0.10221,-0.63077,-0.27029,0.36349,-0.2651,0.54049,-0.56921,0.22495,-0.78404,-0.42259,-0.21389,0.036671,-0.14269,0.13453,0.97785,-0.51141,-0.47008,0.34568,0.071201,-0.23401,-0.4324,0.99025,-0.13759,0.79646,0.02029,0.034157,1.1679,0.019856,-0.60776,0.7997,0.46452,0.86418,0.021842,-0.14556,-0.70762,-0.12013,-0.0070127,0.60675,-0.17761,0.40973,0.028478,0.74263,0.037348,-0.43364,0.34966,0.22749,-0.39643,0.27869,-0.39467,1.6263,0.38524,0.69771,0.22122,0.32398,-0.13692,-0.28037,-0.10634,-0.015735,-0.12645,-0.27812,-0.27371,0.99167,0.21572,0.13261,0.28963,0.048346,0.39103,0.66297,-0.52383,0.37631,-0.16516,0.18199,-0.17295,-1.3921,-0.61972,0.015774,0.19984,-0.039316,0.12722,0.12904,0.838,-1.024,0.071903,0.11501,0.15455,-0.53541,0.056641,-0.89293,1.4017,0.057953,-0.93733,0.23091,-0.96072,0.34778,-0.39417,-0.52556,0.056793,-0.5721,-0.50665,-0.35631,0.33409,0.77742,-0.68157,-0.17493,0.13106,0.033092,-0.83988,-0.55892,0.16302,-0.099644,-0.17519,-0.21372,-0.028247,-0.0081253,-0.52243,-0.71935,-0.54355,0.40401,0.47364,0.044455,-1.1412,0.81187,-0.84107,-0.23044,-0.35218,0.076622,-0.37448,0.058933,0.85655,0.58667,-0.64589,4
TouchOSC,0.62641,0.17758,-0.49005,0.36619,-0.24753,0.71713,0.41308,-0.9926,-0.72343,-1.4835,-0.24999,0.93329,-0.019923,0.3262,0.18765,0.034538,-0.58318,-1.4965,0.30908,0.15469,-0.4995,-0.27654,-0.35542,0.36038,-0.53069,0.17814,-0.082025,0.3171,0.17759,-0.38183,-0.80162,0.57881,-0.16115,-0.64098,-0.15948,0.30593,-0.39992,-0.42221,-0.33841,-0.069446,0.084713,-0.067904,-0.25922,-0.40181,-0.54759,0.35255,0.42861,-0.82818,-0.43621,-0.37733,-0.39391,0.01481,0.21151,0.28717,-0.048862,-0.77139,0.011613,0.3006,0.62699,0.35039,0.59716,0.56548,-0.84722,-0.50394,-0.26546,0.18631,-0.63427,0.25843,-0.36861,-0.43594,-0.66483,0.14456,-0.11484,-0.14977,0.66678,-0.0099611,0.74476,0.45219,-0.6222,-0.031592,-0.096414,-0.29828,0.73405,0.047102,0.16107,0.41347,0.22073,-0.3128,-0.73055,-0.61758,0.42164,0.098876,-0.82505,0.49048,-1.3691,0.33665,0.15056,0.1638,-0.50047,-0.1166,-0.33822,0.616,0.38137,-0.43501,0.41775,-0.53111,0.084106,0.24495,0.073336,-0.4481,-1.6854,0.50723,0.21287,0.327,0.56285,-0.30286,-0.0048039,-0.56069,-0.22841,0.019137,-0.41054,-0.39861,0.033477,0.16214,-0.64272,-0.41245,-0.82532,-0.13624,0.43743,-0.46289,-0.81843,-0.67368,-0.19418,0.02597,-0.17709,0.33552,0.66967,-0.033821,-0.39494,-0.25038,0.69661,-0.2751,-0.52224,0.095277,0.1868,-0.18979,0.38927,-0.39479,0.13466,0.056398,0.25072,-0.26636,0.30892,-0.022415,0.84798,-0.37726,-0.36277,-0.091524,1.0456,-0.10742,-0.060312,0.28491,-0.061455,-0.22253,0.73031,-0.083357,-0.42614,0.48906,-0.15565,-0.01882,-0.57893,1.1532,0.80211,-0.14967,0.70837,-0.073239,-0.64296,-0.35727,-0.73675,0.3912,0.34833,-0.21832,0.1752,0.072192,0.5769,-0.82475,-0.44057,-0.30218,-0.76629,0.11732,0.37786,0.83091,0.12061,-0.91987,0.34527,0.93955,-0.8549,-0.1988,-0.35006,0.063,-0.39916,-0.51173,-0.0079589,-0.0094029,-0.0027376,-0.55794,-0.25867,0.18289,-0.46259,-0.31194,0.15919,-0.040232,-0.38116,0.094389,-0.40773,0.15219,0.10552,-0.39361,0.22536,-0.32084,-0.33899,0.25753,-0.055586,-0.86738,-1.2638,0.5515,0.40124,-0.15399,-0.56938,0.0083487,-0.19066,-0.089233,-0.2485,-0.41861,0.57268,0.42773,0.019584,-0.85715,1.2371,0.27323,0.75258,0.013156,-0.68845,-0.15227,-0.68516,0.12983,0.18748,-0.40397,0.12091,0.09065,-0.19042,0.47082,0.12781,0.079729,-0.18892,-0.59779,0.15225,0.20148,-1.1907,-0.83625,0.44501,-0.68424,-0.35612,-0.14675,0.64654,0.66053,0.43583,-0.28188,0.29202,-0.21989,0.34829,-0.023516,0.26614,1.1433,0.15737,0.29447,-0.68586,-0.56328,-0.5145,-0.57631,0.18707,0.19378,-0.67039,0.53949,0.39087,-0.43011,0.059535,-0.42548,0.1158,-1.2687,0.67804,-0.11662,-0.32853,0.7098,-0.66897,-0.15197,0.63097,0.1507,-0.41661,0.13739,6
LinkedIn,0.32026,0.58153,-0.19503,0.47552,-0.26415,0.050688,-0.050144,-0.41382,0.22594,1.0962,-0.53684,-0.1027,-0.13868,-0.25032,-0.41033,0.58751,-0.3378,0.27399,-0.56366,0.2537,-0.040086,0.88618,-0.6085,-0.25311,0.33662,0.58263,-0.10111,0.79409,-0.061157,-0.35867,0.82144,0.57251,0.27761,-0.13797,-0.095564,0.079536,0.17554,-0.1192,-0.20168,-0.81588,-0.21886,-0.7443,0.16037,0.20407,-0.1164,0.23733,-0.10697,0.21285,0.43137,0.076209,-0.14472,0.54123,0.02658,-0.38957,-0.42971,-0.50967,0.0032874,0.22527,0.032017,0.31139,0.015274,-0.20592,0.19228,0.1525,0.59079,-0.09363,-0.4395,-0.41887,-0.20004,0.36914,-0.028076,-0.13315,0.91395,-0.11736,-0.41808,-0.14738,0.51672,-0.0011155,0.13541,0.72696,0.19997,-0.37713,0.17319,-0.17432,0.35113,0.37462,-0.69128,-0.16893,0.54718,-0.12178,0.98252,-0.86873,-0.083252,0.33184,0.062909,0.50096,-0.32579,-0.15251,0.36416,-0.14602,-0.20721,0.11939,0.00022376,-0.43298,0.094544,0.29109,0.39717,-0.27777,0.37507,0.52784,0.4438,-0.36325,0.54291,0.38418,-0.22397,-0.096184,0.61145,-0.22543,-0.26453,0.60977,-0.37078,-0.13401,0.15838,-0.41288,0.27381,0.48566,-0.23018,-0.15634,-0.13371,0.127,-0.77288,-0.38212,0.24305,0.024026,-0.42569,-0.68857,-0.2278,-0.28991,-0.81315,-0.32997,0.51515,-0.35946,-0.4175,0.24235,-0.61956,-0.39841,0.41716,0.019753,-0.040985,0.19702,0.87894,-0.071188,0.29729,0.41424,0.023866,0.28738,-0.24758,0.49226,0.4522,-0.76066,-0.32015,0.012901,-0.19815,0.0094751,-0.51445,-0.10169,0.23073,0.11165,-0.015064,-0.12698,-0.075478,-0.34411,0.52388,0.11105,0.11974,0.22108,0.3,-0.12707,0.35076,-0.15433,-0.04449,-0.049575,0.18491,-0.3549,0.32439,0.4473,-0.048854,-0.75272,-0.056916,-0.17634,0.7233,-0.028707,0.26167,0.48722,0.33813,0.36295,0.035044,0.20523,0.58391,0.21069,-0.010401,-0.41141,0.033501,-0.045275,0.026494,0.096448,0.082851,-0.3047,-0.01968,-0.59783,-0.4562,-0.4193,-0.45467,0.39378,-0.032091,0.40175,0.41716,-0.57696,-0.6641,-0.1618,0.13595,0.64625,-0.46851,0.73337,0.031927,-0.53109,-0.077937,-0.17534,-0.56622,-0.4496,-0.23374,0.63499,-0.38509,-0.26241,0.46841,0.20992,-0.49096,-0.13732,-0.0013623,0.05668,-0.0059002,-0.38228,-0.21845,-0.06916,0.2928,-0.59252,0.26723,0.32275,0.15959,0.28878,0.26599,-0.45278,-0.4926,-0.384,-0.10458,-0.78712,-0.20939,0.10024,-0.095953,-0.56786,0.71327,0.24969,0.13949,0.068482,0.1369,-0.34897,0.2476,-0.2188,0.82454,-0.018087,-0.57496,-0.043209,0.024205,-0.14526,-0.10953,-0.58232,-0.5179,-0.42166,0.29786,0.28716,-0.4421,0.47835,0.3084,-0.10733,0.52207,-0.90607,-0.067208,0.06297,0.03034,-0.066572,-0.2613,0.032967,0.51532,-0.023033,0.12181,-0.34004,0.047038,-0.45147,-0.21733,0.31018,9
Fieldrunners,0.28756,0.31392,-0.37575,-0.21579,0.22887,-0.81033,0.63846,0.34579,-0.12781,-1.2685,0.17679,-0.039209,0.38553,0.67509,0.24519,0.8657,0.61795,-1.4801,0.57234,-0.075524,0.35645,-0.16566,0.35373,-0.35943,0.11057,0.0012461,0.29484,-0.5178,-0.23886,-0.61842,0.44207,0.30921,0.24021,0.24133,-0.52242,-0.62955,-0.44479,0.227,0.14133,0.4833,0.85776,0.13362,-0.52901,-0.61768,-0.17082,-0.02438,-1.2963,-0.25076,0.018243,-0.15405,-0.38276,0.072475,-0.34869,0.21087,-0.059244,0.034472,-0.051276,0.16952,0.19563,0.48458,0.40593,0.026676,-0.11014,0.0034502,0.040805,0.36514,0.29116,-0.47506,-0.066511,-0.18768,-0.067769,0.75203,-0.43888,0.047994,0.35008,-0.4526,-0.2916,0.030247,-0.20327,0.40844,-0.0357,-0.70019,-0.06591,-0.2801,0.39654,0.23584,0.22642,-0.45586,-0.48774,-0.32587,0.76265,0.19076,-1.0017,0.70603,-0.49853,0.69609,-0.24758,-0.1524,0.38117,0.63953,0.64399,-0.13132,-0.57663,0.47468,-0.02552,-0.14659,0.17299,0.12834,-0.46513,-0.3934,-0.33113,0.19755,0.036486,0.35394,0.44163,-0.005056,-0.49699,0.40506,-1.0085,0.12419,0.26397,0.43761,-0.40897,-0.30359,-0.36754,0.90761,0.016896,-0.016175,-0.36452,0.19853,-0.011636,-1.0246,0.54558,0.19883,-0.0034058,0.46491,1.0262,0.13004,-0.34757,-0.61076,0.78716,-0.45099,0.1347,-0.25521,-0.32737,0.73482,0.57836,0.13549,0.4486,0.28724,0.35752,-0.48248,0.4711,0.26335,-0.77624,0.24264,0.30068,0.038205,0.75416,-0.58767,0.22065,0.49472,-0.27557,-0.076387,0.29297,0.42834,0.15551,-0.36723,0.13398,-0.40649,-0.19314,0.5411,0.33896,0.052904,0.36995,-0.10679,0.027857,0.045603,-0.76789,-0.092517,0.4958,-0.40054,-0.23283,0.3578,-0.27605,-0.49907,0.1144,-0.59624,-1.1111,0.50756,-0.1799,-0.40849,0.51618,-0.050606,-0.04146,0.91292,-0.38685,0.14297,0.32452,0.25185,-0.12359,-0.4074,0.047598,-0.012882,-0.16048,-0.54855,0.51276,-0.19834,0.77681,0.077855,0.60535,-0.67795,0.52574,-0.63269,0.0091746,0.35219,0.058922,-0.33894,0.3782,-0.031689,-0.27646,0.12687,-0.17378,-0.46101,0.40292,-0.86962,0.15236,0.83726,-0.44874,-0.88993,-0.37001,0.15605,-0.17729,-0.14777,0.47604,-0.043837,-0.23143,-0.28459,0.62669,0.35773,0.1403,-0.26075,-0.9503,0.22485,-0.4023,0.13714,-0.19036,0.5192,0.29487,-0.29141,0.22575,-0.11409,-0.30978,-0.011267,0.086273,-0.0096244,0.69556,0.65047,-0.19743,-1.5027,0.47895,-0.16634,-0.27629,0.30793,0.017699,0.19468,0.14956,-0.53847,-0.22901,0.24616,0.61884,-0.3331,0.37944,-0.50149,0.23299,-0.22422,-0.42453,0.0086145,-0.036952,-0.28082,0.0029138,0.29488,-0.68483,-0.19259,0.5706,0.17599,0.15566,-0.37249,-0.16939,0.12688,-0.37871,-0.59186,-0.17813,0.26832,-0.13479,-0.30033,-0.02285,0.027797,-0.60928,-0.52237,0
PAC-MAN,0.60165,-0.67461,0.55227,-0.32531,0.50557,-0.026906,0.20966,0.22258,0.67979,-1.4924,0.56939,0.25354,-0.6857,0.50943,0.11015,-0.17688,0.1428,-0.88893,-0.69108,-0.38798,-0.57789,-0.52146,-0.037705,0.1257,1.0856,0.28796,0.26125,-0.022699,-0.6582,-0.32573,1.0248,-0.44275,-0.28497,0.6265,-0.41519,-0.66569,-0.50604,0.27475,0.10431,0.59517,0.26129,0.3857,0.23747,-0.18084,0.065245,0.46494,-0.52233,0.53557,-0.62255,-0.13443,0.13391,-0.092918,-0.5181,0.71257,-0.35243,-0.013787,0.50275,0.12151,0.24501,0.52922,0.24812,0.060479,0.33087,-0.12264,0.050273,0.63693,0.27223,-0.51649,0.82274,-0.56776,0.03813,1.0217,-0.50093,0.1792,-0.15218,0.28366,-0.08279,-0.46992,-0.046946,0.26251,-0.024993,-0.4651,-0.044531,0.56641,-0.30627,-0.45922,-0.023834,-0.45404,-0.13733,-0.12524,0.022605,0.25313,-0.71354,0.34138,-0.092683,-0.37458,0.16841,-0.79894,-0.35885,-0.30456,-0.29404,-0.40106,-0.12971,-0.026555,-0.15243,-0.11337,-0.51573,0.15934,-0.21716,0.12885,0.42934,1.332,-0.38967,0.40886,0.057404,-0.64974,-0.18308,-0.090314,0.18433,0.43134,-0.95823,0.055719,0.17413,-0.3027,-0.36336,-0.0046163,1.0437,-0.051202,0.11696,0.20384,-0.76773,-0.75788,0.10959,0.17,-0.3696,-0.59518,0.031402,0.060466,-0.72727,-0.27266,-0.29858,-0.29698,-0.73414,-0.48561,-0.077145,-0.39308,0.063904,0.72824,-0.18625,0.13742,0.069819,0.28892,0.12178,0.039046,-0.14229,-0.018461,0.62715,0.17896,0.29924,-0.2086,-0.17221,0.13127,-0.61047,-0.11169,0.31075,-0.21631,0.60352,0.88169,0.51932,0.060592,-0.029608,0.21113,-0.027727,0.32523,-0.57442,0.83299,0.54992,0.22316,0.035677,0.42937,0.30386,0.29583,0.21682,-0.31082,0.73482,-0.35405,-0.40895,-0.20443,-0.32587,0.13732,-0.13795,-0.2853,0.95552,-0.38149,-0.11796,0.81466,0.66673,0.30189,-0.46125,0.079504,0.16743,0.065241,0.078638,-0.51065,-0.37251,-0.41071,0.31799,0.062616,0.74804,-0.077501,-0.063022,0.034565,0.22186,0.27702,0.22919,0.3278,0.54738,-0.86762,0.18972,0.21374,0.1162,-0.26502,-0.44603,-0.60514,0.31413,-0.11039,-0.49633,0.86142,-0.61352,-0.445,0.46306,0.29624,-0.55414,0.22825,0.95176,1.2763,-0.25992,-0.051716,-0.107,-0.055708,-0.086767,-0.45052,-0.80291,0.32102,-1.144,-0.057712,0.35493,0.17355,-0.036785,-0.22688,0.12744,-0.1743,-0.19152,0.35723,-0.51198,-0.45994,-0.24355,0.59246,0.63533,0.053394,-0.17124,-0.048977,-0.84781,-0.34444,0.033527,0.23906,-0.50378,-0.74711,0.63816,0.16986,-0.14999,-0.56669,-0.29032,-0.097829,-0.30291,-0.2907,-0.86003,0.92432,-0.41384,0.053179,-0.63783,0.25722,-0.81585,-0.26042,0.68691,-0.30886,0.26719,0.13507,-0.73483,0.28959,0.64672,0.30062,-0.29602,0.19002,-0.36445,-0.67701,-0.0048334,-0.37352,-0.030058,0.12202,0
