,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,y
Bible,0.35546875,-0.4140625,-0.06201172,0.03564453,0.26171875,0.07470703,0.12109375,0.23535156,0.061767578,0.24804688,0.10205078,0.13964844,-0.076660156,0.26367188,-0.0063171387,-0.007659912,-0.31640625,0.25585938,0.009521484,-0.31835938,0.33007812,0.017211914,0.052978516,-0.05053711,-0.015563965,-0.07861328,-0.07373047,-0.041503906,0.068359375,-0.12597656,0.14257812,-0.052001953,-0.3359375,0.0859375,0.095214844,-0.022583008,0.07324219,-0.053222656,0.13964844,-0.111816406,0.012634277,-0.003540039,0.059570312,0.37109375,-0.076171875,0.13574219,-0.11425781,0.17089844,-0.24804688,0.0074157715,-0.296875,-0.044433594,-0.21191406,-0.22070312,0.50390625,0.14550781,-0.107910156,0.03173828,-0.16894531,-0.3203125,0.46484375,0.11669922,0.05908203,0.08154297,0.24511719,-0.27539062,-0.28710938,-0.0056152344,-0.01940918,-0.08984375,0.052490234,-0.016967773,0.07080078,0.16601562,-0.057373047,0.18652344,-0.030761719,0.10058594,0.38476562,-0.07714844,-0.13671875,-0.028320312,0.0028839111,-0.11669922,-0.17089844,0.032226562,0.036621094,0.3359375,0.18652344,0.04711914,-0.24511719,-0.12451172,0.1875,-0.34765625,0.026489258,-0.13867188,0.05493164,-0.033203125,0.12109375,-0.2109375,-0.27539062,0.13378906,0.3125,-0.013061523,0.21582031,0.022949219,0.09765625,-0.05029297,-0.21679688,-0.040771484,0.08544922,0.122558594,-0.022705078,-0.03564453,0.58203125,0.16210938,0.091308594,0.07519531,0.41015625,0.14160156,0.140625,-0.15332031,0.23339844,-0.024902344,-0.36132812,0.24707031,-0.1640625,-0.33007812,-0.26367188,0.0115356445,-0.31835938,-0.088378906,-0.22265625,-0.21582031,0.48632812,0.13476562,0.06542969,0.15917969,0.20898438,0.171875,0.118652344,-0.049316406,0.40820312,-0.29101562,-0.15429688,-0.014160156,0.06689453,-0.171875,0.08544922,-0.23632812,0.25390625,-0.09082031,-0.23535156,0.08935547,0.0009918213,-0.11816406,-0.118652344,-0.06933594,0.18554688,-0.115234375,0.067871094,0.049804688,0.16699219,-0.016601562,-0.079589844,0.23730469,0.21777344,0.38867188,-0.25195312,-0.18359375,0.0703125,0.061279297,-0.033935547,-0.047851562,0.43945312,-0.0703125,-0.103027344,-0.16894531,-0.375,-0.21191406,-0.29296875,-0.28125,0.01171875,0.011230469,-0.07763672,-0.20703125,-0.017456055,0.01361084,0.23730469,0.088378906,0.18554688,-0.024536133,-0.1875,0.037841797,-0.28320312,0.328125,0.056396484,-0.18261719,-0.03540039,-0.33984375,-0.14160156,-0.19238281,0.080078125,-0.140625,-0.24023438,0.15234375,0.099609375,-0.18847656,-0.08935547,-0.012084961,-0.31640625,0.18457031,-0.21289062,-0.3984375,0.07470703,-0.067871094,0.18164062,0.18164062,0.056640625,-0.26367188,0.11669922,-0.08691406,0.30859375,-0.026367188,0.052978516,-0.16308594,0.0038604736,0.09765625,0.24804688,-0.09423828,0.22851562,-0.17773438,-0.3046875,0.080078125,0.10449219,-0.107421875,0.122558594,0.08984375,0.13964844,0.16699219,0.026977539,-0.3984375,-0.02758789,-0.6015625,-0.21972656,-0.2109375,0.052246094,0.024902344,-0.16210938,-0.0625,-0.07421875,0.048095703,0.106933594,-0.25195312,0.14648438,-0.06542969,-0.18652344,-0.38085938,0.33984375,-0.12597656,-0.024291992,0.019165039,-0.076171875,-0.30273438,-0.19628906,0.22167969,0.15820312,0.07128906,0.17089844,-0.051513672,-0.018676758,0.3671875,-0.24414062,0.20019531,0.20507812,-0.21386719,0.12890625,-0.203125,0.27929688,-0.03112793,0.28515625,-0.096191406,0.23535156,0.04321289,-0.025024414,0.03125,0.028076172,0.21289062,-0.2734375,0.3125,0.15917969,-0.08300781,-0.17773438,-0.009155273,-0.001876831,0.072265625,0.044677734,-0.13964844,-0.016357422,0.26953125,4
FreeCell,0.16113281,-0.21386719,0.017456055,0.22460938,-0.06225586,0.19433594,-0.0053710938,-0.053466797,0.00340271,0.037109375,-0.08496094,0.052978516,-0.01586914,0.021362305,-0.0126953125,0.016479492,0.1171875,0.13574219,0.087402344,-0.1953125,-0.0041503906,-0.092285156,-0.024291992,0.10839844,0.0038452148,-0.02746582,-0.12988281,0.12890625,-0.10546875,-0.23144531,-0.20605469,0.084472656,0.08496094,0.03857422,-0.076171875,-0.08544922,-0.09863281,-0.0033111572,0.16113281,-0.011779785,0.061767578,0.032470703,0.16699219,0.26757812,0.17285156,-0.072265625,-0.15136719,-0.106933594,0.05419922,-0.16699219,-0.37890625,0.11376953,0.068847656,-0.15625,-0.08886719,0.15039062,0.03515625,-0.2890625,0.119628906,0.10498047,0.076171875,0.359375,0.037597656,0.10449219,0.110839844,-0.115234375,-0.07470703,0.01965332,-0.10986328,0.06982422,0.11816406,-0.2578125,0.051757812,-0.13867188,0.020385742,-0.10205078,0.036621094,-0.119140625,-0.06542969,-0.08496094,0.06298828,-0.055419922,-0.08300781,-0.04248047,0.12207031,0.06982422,-0.06201172,0.24414062,-0.03491211,-0.040771484,-0.1953125,-0.049072266,-0.15722656,0.16699219,0.095214844,0.028564453,0.13671875,-0.12060547,0.048339844,-0.037597656,0.119140625,-0.1328125,-0.0028381348,0.004211426,0.0048217773,0.008300781,0.048828125,0.12792969,0.25,-0.00018978119,0.08642578,0.053710938,0.037597656,-0.04345703,0.23144531,0.017822266,-0.05078125,-0.011474609,0.061523438,-0.2421875,-0.24511719,-0.13574219,-0.14550781,0.056884766,0.018066406,-0.08544922,-0.25,0.19824219,-0.11621094,-0.029296875,0.041992188,-0.05029297,-0.13964844,0.040039062,0.053466797,0.14746094,-0.033935547,0.03930664,-0.28125,0.20605469,-0.011047363,-0.106933594,0.061767578,0.053955078,0.16699219,0.10644531,0.12792969,0.025024414,-0.19042969,-0.17089844,0.018310547,-0.08544922,-0.041748047,0.0021820068,-0.125,-0.14746094,-0.14355469,-0.0054016113,-0.12695312,0.059326172,0.2890625,-0.030639648,-0.104003906,0.17871094,-0.16699219,-0.009643555,0.028564453,-0.024902344,-0.047607422,0.09082031,-0.05126953,-0.03955078,-0.20800781,0.11376953,-0.17675781,0.07861328,-0.061767578,-0.19433594,-0.051513672,0.012145996,0.020019531,-0.03540039,0.024047852,0.04711914,0.06225586,0.14453125,-0.010192871,0.013916016,-0.037353516,-0.32226562,-0.24023438,0.08886719,-0.07910156,-0.09863281,0.09863281,0.18847656,0.15722656,0.047607422,-0.11279297,-0.064941406,0.061523438,0.048339844,0.047607422,0.07910156,0.16015625,-0.0087890625,0.15820312,0.03930664,-0.23339844,0.0625,-0.028320312,0.2109375,-0.03173828,0.22949219,0.025634766,0.055419922,-0.016113281,-0.036865234,-0.234375,-0.2578125,-0.012512207,-0.104003906,0.07421875,-0.052734375,-0.15820312,0.19433594,-0.119140625,0.03881836,-0.072753906,-0.022583008,0.011962891,-0.07324219,0.0064697266,-0.30273438,0.07324219,-0.09082031,-0.0027923584,-0.040283203,0.21386719,-0.024291992,0.06689453,0.09326172,0.010314941,-0.25585938,0.13476562,0.09326172,-0.1015625,0.06347656,-0.0019683838,0.016235352,0.0077209473,0.16308594,0.15136719,-0.0024261475,-0.0004310608,-0.15234375,-0.18164062,-0.20507812,-0.053710938,-0.23730469,0.1953125,0.13085938,-0.083984375,-0.076660156,-0.21972656,0.03100586,-0.18066406,0.055908203,-0.014709473,-0.08544922,0.03881836,0.12890625,-0.25976562,-0.015197754,0.16601562,0.027709961,0.023071289,-0.24023438,-0.0004787445,0.015991211,-0.07910156,0.04296875,0.09765625,0.033935547,-0.076171875,0.03564453,-0.08251953,0.11376953,-0.078125,0.44335938,0.083984375,0.1484375,-0.03466797,-0.20019531,0.21972656,0.0028839111,0.016967773,-0.071777344,-0.119140625,0.11328125,0
Facebook,0.25195312,-0.19140625,-0.12158203,-0.007080078,-0.25195312,0.01965332,-0.0009994507,-0.15917969,0.16308594,-0.25,0.15917969,-0.20214844,0.060302734,0.125,0.1484375,-0.171875,0.115722656,-0.14648438,-0.022705078,-0.0022125244,0.092285156,0.11816406,0.1796875,0.10595703,-0.21386719,-0.21386719,-0.11035156,0.24804688,0.16503906,-0.26367188,-0.36328125,-0.083496094,-0.30078125,-0.12988281,-0.087890625,-0.20410156,0.10644531,0.119140625,0.2265625,0.23632812,0.0018692017,0.080078125,-0.030639648,0.25195312,0.103027344,-0.072265625,-0.08691406,0.064941406,0.01977539,-0.2578125,-0.15429688,0.0005264282,-0.234375,0.17578125,0.06689453,0.028320312,-0.23242188,0.16894531,-0.29296875,-0.0859375,-0.06298828,-0.037109375,-0.106933594,0.084472656,-0.38671875,0.0859375,-0.01361084,-0.14453125,0.26953125,0.17285156,-0.3046875,0.2890625,-0.037597656,-0.10205078,0.22460938,-0.026245117,0.052001953,-0.04711914,0.328125,-0.011657715,-0.041748047,0.015197754,0.16992188,0.23730469,0.10058594,-0.21679688,-0.06591797,0.24707031,0.0032348633,-0.12890625,-0.02709961,-0.32617188,-0.048828125,-0.35742188,-0.042236328,0.14355469,0.07714844,-0.15039062,0.20996094,0.09375,0.08154297,-0.26953125,-0.18066406,0.01184082,0.048828125,-0.07519531,-0.16210938,-0.14550781,0.15332031,0.12109375,-0.16992188,-0.21484375,-0.042236328,-0.21191406,0.33398438,-0.07763672,-0.087890625,-0.05908203,0.02331543,0.21875,0.26367188,-0.1796875,-0.42773438,-0.09716797,0.092285156,0.057373047,0.21777344,0.111328125,-0.092285156,-0.024047852,-0.12792969,-0.203125,-0.35742188,0.021728516,0.026489258,-0.072265625,0.03112793,0.12597656,-0.067871094,-0.14160156,0.24902344,-0.09667969,-0.039794922,-0.41601562,0.30273438,0.106933594,0.045166016,0.013183594,-0.20214844,-0.3984375,0.106933594,0.08544922,0.05053711,-0.27539062,0.068847656,-0.17089844,-0.08691406,-0.37890625,0.078125,0.13476562,-0.27539062,-0.02722168,-0.17285156,0.21289062,-0.055908203,-0.0077209473,-0.05834961,-0.10644531,-0.12792969,0.28710938,0.010253906,0.13671875,-0.01965332,-0.03100586,-0.045898438,0.068847656,-0.030273438,0.064453125,0.079589844,-0.12207031,0.057373047,0.061523438,-0.15917969,0.009643555,0.29492188,-0.14257812,-0.15722656,0.3203125,-0.009277344,-0.32226562,0.061279297,0.10449219,-0.1953125,0.072265625,-0.18847656,0.052490234,-0.17675781,0.036132812,-0.08300781,-0.21972656,0.122558594,0.20507812,0.080566406,0.07128906,0.13671875,0.09423828,0.14257812,-0.07421875,-0.43164062,0.12011719,-0.018554688,0.20117188,0.10595703,0.075683594,-0.06738281,0.041503906,-0.15136719,0.1953125,-0.15527344,-0.12792969,-0.27539062,0.15625,-0.07910156,-0.09033203,0.05810547,-0.36132812,-0.08496094,0.14550781,0.11035156,-0.007232666,-0.37304688,0.045898438,-0.064941406,-0.22460938,0.25,-0.4375,0.26757812,-0.33007812,0.10058594,0.29296875,0.1796875,0.049804688,-0.11767578,-0.03930664,-0.140625,-0.01977539,0.13671875,0.19726562,-0.12695312,-0.171875,-0.2265625,0.29101562,0.04345703,0.27148438,0.2109375,-0.14746094,0.078125,0.23828125,-0.24804688,-0.23339844,0.17285156,-0.043701172,-0.10107422,0.33203125,-0.1875,0.024047852,-0.30664062,-0.1328125,-0.123535156,-0.04248047,0.18945312,0.484375,0.07373047,-0.072753906,-0.042236328,-0.22363281,-0.016113281,-0.03515625,0.35351562,-0.09277344,0.055664062,0.049804688,-0.20410156,0.28710938,0.06689453,-0.020874023,-0.29101562,0.39257812,0.35546875,0.078125,0.2734375,0.10888672,-0.22851562,-0.140625,-0.016723633,-0.25,0.6328125,-0.1171875,-0.15625,-0.19628906,9
LinkedIn,0.23339844,-0.515625,-0.18652344,-0.14746094,-0.22949219,-0.11376953,0.16308594,-0.048095703,0.40429688,-0.13085938,0.37695312,0.09423828,0.16308594,0.24707031,0.23730469,0.11425781,0.32421875,0.19140625,0.060058594,-0.30859375,0.12207031,-0.0625,-0.12158203,0.14941406,-0.31835938,0.140625,-0.10107422,0.40234375,-0.0070495605,-0.092285156,-0.375,-0.015258789,-0.21484375,-0.6796875,-0.265625,-0.2421875,-0.20605469,0.012268066,0.24023438,0.17480469,0.115234375,0.24609375,0.100097656,0.26757812,-0.375,-0.13378906,-0.068359375,0.034179688,0.30078125,-0.026977539,-0.15527344,-0.2421875,-0.25585938,0.080078125,0.10253906,-0.07910156,0.07421875,0.40820312,-0.33984375,-0.23535156,-0.10107422,-0.21777344,-0.19433594,0.15332031,-0.38671875,0.27148438,0.032714844,-0.29101562,0.23925781,0.03466797,-0.24023438,0.08642578,0.08691406,0.068359375,-0.05810547,-0.095703125,0.13769531,-0.15039062,0.091796875,0.14746094,-0.25,-0.08203125,0.15917969,0.3671875,0.13378906,-0.06933594,0.22851562,0.16992188,-0.060791016,-0.18261719,0.029174805,-0.42578125,-0.2578125,-0.08984375,0.20019531,-0.34765625,-0.012084961,0.03491211,0.12158203,-0.19921875,-0.119628906,-0.6796875,-0.22363281,0.29492188,0.1640625,-0.06689453,-0.421875,0.26367188,0.22753906,-0.16113281,0.20019531,-0.23828125,-0.19238281,-0.20800781,0.28515625,0.052734375,0.24121094,-0.22265625,0.21972656,0.19824219,0.10986328,-0.03149414,-0.37890625,-0.19042969,0.0703125,-0.22070312,-0.011230469,0.122558594,-0.0051574707,-0.09082031,-0.375,0.067871094,-0.051513672,0.18847656,-0.08935547,-0.17675781,-0.36523438,0.41796875,-0.01586914,0.0859375,-0.010559082,-0.21679688,-0.21484375,-0.20898438,0.32421875,0.20410156,0.22460938,0.041503906,-0.010803223,-0.1484375,-0.19726562,-0.03930664,-0.4140625,0.09765625,-0.24609375,-0.16894531,-0.23339844,-0.50390625,0.0146484375,-0.008666992,0.0058288574,0.030151367,-0.15332031,0.09472656,-0.016113281,-0.03515625,0.18457031,-0.25976562,-0.0625,0.40820312,-0.09667969,0.008056641,-0.0703125,0.35351562,0.122558594,0.060546875,0.03173828,-0.04272461,0.19726562,-0.22949219,0.13964844,0.265625,-0.50390625,0.087890625,0.37695312,-0.21777344,-0.08691406,0.11669922,0.18847656,-0.3984375,-0.421875,0.010314941,-0.3203125,-0.064941406,-0.021118164,-0.23242188,-0.27929688,-0.0021209717,0.040039062,-0.38867188,0.19433594,0.265625,0.18164062,0.111816406,-0.38867188,0.052246094,-0.029418945,-0.28515625,-0.38085938,0.03515625,-0.26953125,-0.35351562,-0.18359375,-0.025756836,0.010009766,0.546875,-0.2734375,0.4453125,0.125,-0.13964844,-0.011657715,0.13183594,-0.29882812,0.06591797,0.107910156,-0.28515625,-0.14257812,0.006652832,0.08984375,-0.24511719,-0.51953125,-0.036376953,-0.20214844,-0.31835938,0.22070312,-0.110839844,0.08251953,0.16210938,-0.17871094,-0.06201172,0.27734375,0.07421875,-0.3203125,-0.09814453,0.2734375,-0.296875,-0.18652344,0.22851562,-0.24511719,-0.068847656,-0.5703125,0.265625,-0.024047852,0.33203125,0.19042969,0.12158203,0.23242188,0.20019531,-0.3984375,-0.265625,0.00041770935,-0.3125,0.083984375,0.40820312,-0.24023438,0.38867188,-0.061523438,-0.55078125,0.05419922,-0.48828125,0.071777344,0.18359375,0.119628906,-0.053466797,-0.08300781,-0.036376953,0.015075684,-0.07714844,0.609375,0.10986328,-0.10986328,-0.14648438,-0.62890625,0.27734375,-0.015991211,-0.08642578,-0.029785156,0.3984375,0.42382812,0.20605469,0.42382812,0.04638672,-0.62109375,0.0075683594,-0.1484375,-0.20996094,0.73828125,-0.05029297,-0.09716797,0.21289062,9
Fieldrunners,0.063964844,-0.24121094,-0.19726562,0.19433594,-0.014709473,-0.12695312,0.119628906,0.41992188,0.096191406,0.234375,-0.09472656,0.119628906,0.08984375,-0.25,0.30078125,0.09082031,0.17480469,-0.17578125,-0.17578125,-0.13769531,-0.068359375,0.07519531,0.064941406,0.1953125,-0.04711914,-0.01953125,0.05444336,0.26953125,-0.24511719,-0.36914062,-0.0068969727,-0.038085938,0.23339844,0.10839844,-0.0069885254,0.075683594,0.068359375,-0.0008277893,0.030029297,-0.08544922,0.16699219,-0.32421875,0.12597656,0.33007812,-0.06542969,-0.037109375,-0.05444336,-0.16601562,0.3359375,-0.23925781,-0.25976562,0.12207031,0.083496094,0.10986328,0.011352539,0.30273438,-0.16796875,-0.09863281,-0.084472656,0.20996094,-0.19628906,0.35351562,0.11376953,-0.15820312,-0.15429688,-0.15820312,0.13671875,-0.06982422,-0.38476562,0.36328125,-0.034423828,-0.107421875,0.038330078,-0.0022888184,-0.2734375,-0.33203125,0.046875,-0.103027344,-0.1484375,-0.046142578,0.05126953,0.01159668,-0.020996094,-0.171875,0.17382812,-0.36328125,0.0008049011,0.29492188,-0.1875,-0.010986328,-0.19042969,-0.13378906,-0.30078125,0.15429688,0.171875,-0.018920898,-0.1640625,-0.025878906,-0.111328125,0.106933594,-0.07519531,0.053710938,0.030517578,0.026855469,0.14453125,-0.07128906,-0.052734375,-0.022705078,0.05834961,-0.10546875,0.17480469,0.19335938,0.14648438,0.21875,-0.050048828,-0.059814453,-0.33203125,-0.04663086,0.13574219,-0.47851562,-0.092285156,-0.5859375,-0.125,0.11425781,0.37304688,0.099609375,-0.064453125,0.060058594,-0.26171875,-0.10644531,-0.0035858154,-0.021118164,-0.091308594,-0.064453125,-0.057861328,0.11230469,0.29296875,-0.036621094,-0.25585938,0.22265625,0.09472656,0.09667969,0.1171875,0.0390625,-0.107421875,-0.14355469,0.19238281,-0.24316406,-0.51953125,-0.01574707,-0.25390625,-0.033203125,0.15917969,-0.051757812,-0.25976562,-0.21679688,0.30664062,0.056640625,-0.39453125,0.039794922,0.12988281,-0.26171875,-0.18554688,-0.029907227,-0.21777344,-0.39453125,0.20996094,0.18164062,-0.12597656,0.13085938,-0.16796875,-0.15039062,-0.03857422,0.08691406,-0.08154297,-0.30078125,0.018066406,-0.45507812,0.040283203,-0.041992188,-0.07373047,-0.18945312,-0.22949219,-0.026123047,0.2578125,0.06298828,0.11621094,-0.06347656,-0.23339844,-0.40234375,-0.11035156,-0.104003906,-0.13183594,-0.20703125,0.19335938,0.0040893555,-0.14453125,0.38476562,-0.13183594,-0.33984375,0.07421875,0.30664062,-0.22753906,0.044189453,0.10644531,-0.016967773,-0.18457031,-0.20605469,-0.35742188,0.15332031,-0.095703125,0.15625,-0.017578125,0.17773438,-0.4375,0.011108398,0.020263672,-0.3359375,-0.057861328,-0.033203125,-0.072265625,0.06591797,-0.16503906,-0.0022735596,0.06933594,0.28320312,-0.25585938,0.11816406,-0.041015625,-0.26757812,-0.107421875,-0.16113281,-0.13574219,-0.14453125,0.06298828,-0.21386719,-0.046142578,-0.2265625,0.11328125,0.10449219,0.08886719,-0.18652344,-0.13476562,-0.37109375,0.033691406,-0.12158203,-0.071777344,0.115234375,-0.08496094,0.029541016,0.017333984,0.27734375,0.13378906,0.25,0.29882812,-0.19628906,-0.1484375,-0.15527344,-0.09033203,-0.28515625,0.08105469,0.12011719,0.10449219,-0.17089844,-0.31640625,0.33007812,-0.27148438,-0.1015625,-0.28125,0.18164062,0.092285156,0.19042969,0.03540039,-0.26171875,0.2109375,0.014404297,0.20800781,-0.1484375,0.099121094,0.08496094,-0.15625,0.19824219,-0.084472656,0.08300781,0.039794922,0.22460938,-0.18261719,-0.034179688,-0.030883789,0.25,-0.024658203,-0.048583984,-0.22753906,-0.076660156,0.24121094,-0.12451172,-0.19824219,-0.13085938,-0.07421875,0.09082031,0
HotSchedules,-0.05883789,-0.41210938,0.05883789,0.5,0.029296875,0.25585938,0.25976562,0.14160156,0.013000488,0.25,0.22558594,0.42578125,0.24414062,-0.02746582,0.4609375,0.026367188,0.46679688,0.016723633,-0.115234375,-0.041015625,0.26367188,0.103027344,0.25,0.11621094,-0.37304688,0.265625,-0.14746094,0.09814453,-0.22949219,-0.33007812,0.328125,0.09277344,0.16894531,-0.17089844,0.16601562,-0.23242188,0.13671875,-0.21484375,0.13867188,-0.27734375,0.049560547,-0.04296875,0.34765625,0.41601562,-0.17773438,-0.1640625,-0.60546875,-0.0107421875,0.008239746,0.453125,-0.30859375,-0.123535156,-0.071777344,0.04321289,0.123046875,-0.08544922,0.39453125,0.53515625,-0.1171875,-0.091308594,-0.30859375,0.37890625,-0.5078125,-0.25,0.14257812,0.10888672,-0.00793457,-0.12988281,0.75,0.09423828,0.20996094,-0.09033203,-0.31445312,-0.23632812,-0.038330078,-0.50390625,0.119628906,-0.27148438,-0.07861328,0.031982422,0.39648438,-0.0034332275,0.03540039,0.22851562,0.19335938,-0.31640625,-0.3984375,0.53125,0.41992188,-0.28320312,-0.1484375,-0.3359375,-0.23339844,0.17382812,-0.43554688,-0.28125,-0.22753906,-0.05102539,0.16796875,0.020263672,-0.13378906,-0.5625,-0.057617188,0.040527344,-0.033203125,0.0034179688,-0.27929688,0.087890625,-0.27929688,-0.3203125,0.05859375,-0.09667969,0.0859375,-0.15820312,0.21386719,0.115722656,0.14355469,-0.65625,0.29882812,-0.25976562,-0.33984375,0.01928711,-0.0038909912,0.41601562,0.38671875,0.03955078,-0.052734375,0.4296875,-0.0067749023,0.09277344,-0.22167969,0.25585938,0.0095825195,0.021484375,-0.14453125,-0.010253906,-0.017822266,0.10546875,0.44140625,-0.059570312,-0.079589844,0.006713867,-0.23925781,-0.110839844,-0.068359375,-0.203125,0.041015625,-0.015991211,0.35742188,-0.19042969,0.234375,0.08691406,-0.061523438,0.1875,0.06542969,0.35742188,0.15039062,-0.140625,-0.32421875,-0.22851562,-0.32421875,-0.18261719,-0.34375,-0.111328125,-0.46289062,0.016967773,-0.40625,-0.296875,-0.004119873,-0.109375,-0.048583984,0.10058594,0.28320312,-0.049072266,0.31835938,0.29296875,0.60546875,0.099121094,0.21289062,-0.07080078,-0.125,0.03881836,0.20996094,-0.578125,-0.008483887,-0.05493164,-0.37304688,0.111816406,0.30273438,-0.22460938,-0.25390625,0.114746094,-0.36523438,-0.421875,-0.23242188,0.09716797,0.18847656,-0.091796875,-0.030029297,-0.53125,-0.11816406,0.24707031,-0.061767578,0.19335938,-0.21582031,-0.38085938,0.23046875,-0.2734375,-0.072753906,0.36914062,0.20410156,0.26171875,0.08105469,0.32226562,-0.028198242,0.26171875,0.05102539,0.20214844,-0.45507812,0.30078125,-0.05883789,0.32617188,0.27539062,0.14160156,0.038085938,-0.06738281,-0.15820312,0.063964844,0.020751953,-0.47070312,-0.25,-0.033203125,0.171875,-0.421875,0.00039672852,-0.28710938,-0.087890625,0.027832031,-0.18457031,0.079589844,-0.022705078,-0.390625,0.12695312,-0.18457031,-0.10546875,-0.29296875,-0.0071411133,0.33398438,-0.041015625,-0.29101562,-0.36523438,0.2109375,-0.15722656,-0.13671875,-0.13964844,-0.25976562,0.029296875,-0.08984375,-0.026855469,-0.03466797,0.32226562,0.11425781,0.16699219,0.19628906,-0.24707031,-0.26757812,0.060791016,-0.003967285,0.008850098,0.029418945,0.33984375,0.1875,-0.46875,-0.10546875,-0.30664062,0.060302734,-0.2890625,0.48242188,0.42578125,-0.5546875,-0.37890625,0.23144531,-0.1484375,0.095214844,-0.34179688,-0.018310547,-0.33984375,0.35546875,0.15625,0.51171875,-0.03930664,-0.02709961,0.12890625,0.0625,0.46875,-0.27734375,0.22265625,-0.48046875,-0.16308594,-0.05834961,11
